"Age","Sex","Education","Veg","Fruit","Year","BMI"
28,"Female","Higher grade or equiv","No","No","2010",22.2439060298989
64,"Male","Higher grade or equiv","Yes","No","2010",34.7839506172839
68,"Female","Degree or higher","Yes","Yes","2010",32.7549400955264
58,"Male","HNC/D or equiv","Yes","No","2010",37.7601097365413
57,"Female","Degree or higher","Yes","Yes","2010",25.5656351966725
31,"Female","Degree or higher","Yes","Yes","2010",37.7767890162722
59,"Male","No qualifications","Yes","No","2010",28.7686536749558
69,"Female","Degree or higher","Yes","No","2010",35.1795361120348
72,"Male","No qualifications","Yes","No","2010",21.150695929815
53,"Female","Degree or higher","Yes","Yes","2010",20.4618198445359
47,"Female","HNC/D or equiv","Yes","Yes","2010",23.5886081331231
21,"Female","Standard grade or equiv","Yes","No","2010",21.640625
54,"Female","No qualifications","Yes","Yes","2010",41.8103529500443
31,"Female","Degree or higher","Yes","Yes","2010",38.5231381494334
31,"Female","Degree or higher","Yes","Yes","2010",29.0547520661157
25,"Female","HNC/D or equiv","Yes","Yes","2010",22.2825400833228
65,"Male","Standard grade or equiv","Yes","No","2010",25.6127567124017
31,"Male","Degree or higher","Yes","No","2010",32.8318698347107
29,"Female","Degree or higher","Yes","Yes","2010",20.6053591470258
70,"Female","No qualifications","Yes","Yes","2010",32.0510702414073
44,"Female","Degree or higher","Yes","Yes","2010",26.4359861591696
50,"Female","No qualifications","No","Yes","2010",31.0335872576177
56,"Female","Standard grade or equiv","No","No","2010",28.8671875
48,"Male","Higher grade or equiv","Yes","Yes","2010",34.2222431234581
66,"Female","HNC/D or equiv","Yes","Yes","2010",28.4078773121449
71,"Male","Degree or higher","Yes","Yes","2010",28.9348741377766
47,"Female","Degree or higher","Yes","Yes","2010",23.8302423211818
66,"Male","Degree or higher","Yes","Yes","2010",27.7395072557732
63,"Female","Degree or higher","Yes","Yes","2010",28.4244554142418
25,"Male","Degree or higher","Yes","Yes","2010",24.0887924092294
44,"Male","Degree or higher","Yes","Yes","2010",28.8550544224201
44,"Female","No qualifications","Yes","Yes","2010",23.1585759696464
18,"Female","Higher grade or equiv","No","No","2010",20.8677429094074
16,"Male","Standard grade or equiv","No","Yes","2010",20.9891998363819
73,"Male","Degree or higher","Yes","Yes","2010",27.3765243989269
65,"Female","HNC/D or equiv","Yes","Yes","2010",31.7274029654596
30,"Male","Standard grade or equiv","Yes","No","2010",26.0747671588652
58,"Male","Standard grade or equiv","No","No","2010",22.7155113351399
30,"Male","Higher grade or equiv","Yes","Yes","2010",22.3917519561643
82,"Female","No qualifications","Yes","Yes","2010",26.9491167227442
33,"Male","Higher grade or equiv","Yes","No","2010",18.0889007333599
73,"Female","Other school level","Yes","Yes","2010",22.9700854700855
78,"Male","Other school level","Yes","No","2010",23.6946797143357
32,"Female","Standard grade or equiv","No","No","2010",31.1886246199866
58,"Male","No qualifications","Yes","No","2010",25.5475241144478
56,"Female","Standard grade or equiv","Yes","No","2010",20.0417941618381
20,"Female","HNC/D or equiv","No","No","2010",23.2892171950344
20,"Male","Other school level","No","No","2010",23.0696757037572
74,"Female","No qualifications","No","No","2010",47.3670949861426
39,"Female","HNC/D or equiv","Yes","Yes","2010",29.0532879818594
31,"Male","Degree or higher","Yes","No","2010",33.7075976988693
54,"Female","Higher grade or equiv","No","No","2010",32.1599738349658
54,"Male","Other school level","Yes","Yes","2010",34.6119034986424
55,"Female","No qualifications","Yes","Yes","2010",39.7309921119445
31,"Female","Degree or higher","Yes","Yes","2010",26.5301843386989
75,"Male","Higher grade or equiv","Yes","Yes","2010",29.3818525225585
73,"Female","Other school level","Yes","No","2010",29.7047879528599
63,"Female","Higher grade or equiv","Yes","Yes","2010",19.8569312225113
46,"Male","Higher grade or equiv","Yes","Yes","2010",23.6475834421873
62,"Female","HNC/D or equiv","Yes","Yes","2010",29.2868763387165
65,"Male","No qualifications","Yes","Yes","2010",29.2602626021579
76,"Female","Other school level","No","Yes","2010",34.2242803278167
18,"Female","Standard grade or equiv","Yes","Yes","2010",23.2982398789414
53,"Female","Degree or higher","No","Yes","2010",28.7248927449569
25,"Male","Degree or higher","No","Yes","2010",25.1285988044042
74,"Female","Degree or higher","Yes","Yes","2010",20.6958169795289
73,"Male","No qualifications","Yes","Yes","2010",24.0273380490239
35,"Female","HNC/D or equiv","Yes","Yes","2010",24.1946189454572
36,"Female","Degree or higher","Yes","Yes","2010",25.296958666669
81,"Female","No qualifications","Yes","Yes","2010",26.4079831775738
34,"Male","Standard grade or equiv","Yes","No","2010",19.9084603110623
50,"Female","Degree or higher","Yes","Yes","2010",20.7534805791513
77,"Female","Degree or higher","Yes","No","2010",24.2869820569868
44,"Female","Higher grade or equiv","No","No","2010",34.5829059992907
68,"Male","Other school level","Yes","Yes","2010",28.2646036300066
60,"Female","Other school level","Yes","Yes","2010",28.245931551993
29,"Female","Degree or higher","No","No","2010",21.6612804611757
64,"Female","No qualifications","Yes","No","2010",38.9634404057481
53,"Male","No qualifications","Yes","Yes","2010",28.5836875809148
43,"Female","Degree or higher","Yes","Yes","2010",24.7643611729322
43,"Female","HNC/D or equiv","Yes","Yes","2010",27.6756590358807
44,"Male","Higher grade or equiv","No","Yes","2010",35.2725610846991
19,"Female","Higher grade or equiv","No","No","2010",21.3034777567582
50,"Female","Standard grade or equiv","Yes","No","2010",24.6605724928929
39,"Female","HNC/D or equiv","Yes","Yes","2010",25.1496403601429
53,"Male","Higher grade or equiv","Yes","No","2010",30.3746957800501
52,"Female","HNC/D or equiv","Yes","Yes","2010",38.3834592879442
72,"Female","No qualifications","Yes","Yes","2010",29.2296889896673
34,"Female","Standard grade or equiv","Yes","Yes","2010",23.967383020881
52,"Male","Degree or higher","Yes","Yes","2010",28.2062090854989
37,"Female","Degree or higher","Yes","Yes","2010",27.1637406493284
43,"Male","Standard grade or equiv","Yes","Yes","2010",21.5497149413747
82,"Male","No qualifications","Yes","Yes","2010",27.7695609390941
78,"Female","No qualifications","Yes","Yes","2010",28.4721275955057
35,"Female","Higher grade or equiv","No","No","2010",32.4120193293497
44,"Female","Degree or higher","No","Yes","2010",21.5661184107862
41,"Male","Degree or higher","Yes","Yes","2010",22.5406264225048
21,"Female","No qualifications","Yes","Yes","2010",25.1252685461852
34,"Female","Standard grade or equiv","Yes","No","2010",21.574474022665
35,"Male","HNC/D or equiv","Yes","Yes","2010",28.8919667590028
61,"Female","Other school level","Yes","Yes","2010",27.5541107135615
26,"Female","Degree or higher","Yes","Yes","2010",20.4679534636069
29,"Male","Degree or higher","Yes","No","2010",32.4075779623865
78,"Female","Degree or higher","Yes","Yes","2010",20.5736469472733
81,"Female","Degree or higher","No","Yes","2010",22.6268391352521
37,"Female","Degree or higher","Yes","Yes","2010",21.65131092693
40,"Male","Degree or higher","Yes","Yes","2010",23.7115422300607
71,"Male","Degree or higher","Yes","No","2010",32.6953894895835
58,"Female","Degree or higher","Yes","No","2010",32.6293111993709
53,"Female","Higher grade or equiv","Yes","Yes","2010",30.5249172011621
46,"Female","Degree or higher","Yes","Yes","2010",27.7836091309864
50,"Male","No qualifications","No","No","2010",24.4218394954236
46,"Female","Degree or higher","Yes","No","2010",21.1223701062395
24,"Female","Degree or higher","Yes","Yes","2010",24.7966473048702
77,"Male","No qualifications","Yes","No","2010",23.3901793998951
69,"Female","Other school level","Yes","Yes","2010",31.1942296252231
38,"Male","Higher grade or equiv","No","No","2010",24.521332970229
46,"Male","Degree or higher","Yes","No","2010",28.2804725550743
61,"Female","Standard grade or equiv","Yes","No","2010",26.3834500217555
88,"Male","Degree or higher","Yes","Yes","2010",26.6856018415386
78,"Female","Degree or higher","Yes","Yes","2010",32.5083936954386
77,"Male","Degree or higher","Yes","Yes","2010",31.1737779411273
63,"Female","Degree or higher","Yes","Yes","2010",30.8131461644379
65,"Male","Higher grade or equiv","Yes","Yes","2010",26.9971083014808
58,"Female","Other school level","Yes","Yes","2010",29.7350423526997
46,"Male","HNC/D or equiv","Yes","No","2010",32.3900466335358
31,"Female","Higher grade or equiv","Yes","Yes","2010",22.4609375
69,"Female","Standard grade or equiv","Yes","Yes","2010",27.0958411708624
28,"Male","Degree or higher","Yes","No","2010",27.3741340214428
31,"Male","Higher grade or equiv","No","No","2010",22.2345472219358
36,"Male","Standard grade or equiv","No","Yes","2010",22.2811511059678
63,"Male","HNC/D or equiv","Yes","Yes","2010",31.0914336881902
62,"Female","Standard grade or equiv","Yes","Yes","2010",26.2853440696006
69,"Female","No qualifications","Yes","Yes","2010",24.95324472794
60,"Male","Standard grade or equiv","Yes","Yes","2010",32.2818202911417
55,"Female","No qualifications","Yes","Yes","2010",41.5854366866219
20,"Female","HNC/D or equiv","No","No","2010",33.0311290535917
41,"Male","Standard grade or equiv","Yes","Yes","2010",24.8107084910763
20,"Male","Higher grade or equiv","Yes","No","2010",25.0444327304788
45,"Male","Standard grade or equiv","Yes","No","2010",21.9746342656523
74,"Male","Higher grade or equiv","Yes","Yes","2010",29.8651692232773
73,"Female","Degree or higher","Yes","Yes","2010",24.3587948376858
59,"Female","Higher grade or equiv","No","Yes","2010",27.0251367981256
55,"Male","Standard grade or equiv","Yes","No","2010",20.167849847191
50,"Female","Degree or higher","Yes","No","2010",24.0667651864667
79,"Male","No qualifications","No","Yes","2010",26.6697244514991
28,"Female","Degree or higher","Yes","Yes","2010",23.6925557645794
23,"Female","Degree or higher","No","Yes","2010",22.4683807429717
23,"Female","Degree or higher","No","Yes","2010",19.9593554942662
48,"Male","Standard grade or equiv","No","No","2010",25.6913737366231
81,"Female","Standard grade or equiv","Yes","Yes","2010",23.2018014962218
56,"Female","Degree or higher","No","No","2010",27.9500393047428
58,"Male","Degree or higher","No","No","2010",27.6230789123003
50,"Female","HNC/D or equiv","Yes","Yes","2010",27.2932787854382
55,"Male","HNC/D or equiv","Yes","Yes","2010",28.4295105916728
42,"Female","Degree or higher","Yes","Yes","2010",29.8664537668747
17,"Male","Higher grade or equiv","Yes","Yes","2010",22.2814167216872
40,"Male","Higher grade or equiv","Yes","No","2010",26.3286820298163
46,"Female","HNC/D or equiv","Yes","Yes","2010",24.8307196506089
48,"Male","Higher grade or equiv","Yes","Yes","2010",27.0561508427058
59,"Female","Degree or higher","Yes","Yes","2010",21.9337467202563
63,"Male","Degree or higher","Yes","Yes","2010",23.4172421474716
45,"Female","Degree or higher","Yes","No","2010",26.1705665805698
78,"Female","Higher grade or equiv","Yes","Yes","2010",38.5284423828125
58,"Male","Degree or higher","Yes","Yes","2010",34.2424985119569
48,"Male","Degree or higher","Yes","Yes","2010",23.55218165276
47,"Female","Degree or higher","Yes","Yes","2010",27.5380639082153
34,"Female","Degree or higher","Yes","Yes","2010",24.2628464389285
54,"Male","Degree or higher","Yes","Yes","2010",28.1909382248007
52,"Female","Degree or higher","Yes","Yes","2010",38.533436405753
21,"Female","Higher grade or equiv","Yes","No","2010",29.9715640923359
75,"Male","Degree or higher","Yes","Yes","2010",28.2156033253781
52,"Female","No qualifications","Yes","Yes","2010",25.8115197935078
36,"Male","Degree or higher","No","Yes","2010",20.9585297920888
32,"Female","Degree or higher","Yes","No","2010",21.0404560199771
34,"Male","Degree or higher","Yes","Yes","2010",26.3943142361111
31,"Female","Higher grade or equiv","Yes","Yes","2010",27.2957022437945
32,"Male","Degree or higher","Yes","No","2010",23.3431592225188
54,"Female","No qualifications","Yes","Yes","2010",37.6518014613253
36,"Female","Standard grade or equiv","Yes","Yes","2010",26.2182958107723
36,"Male","Standard grade or equiv","No","No","2010",25.0901145841425
33,"Male","Standard grade or equiv","Yes","Yes","2010",24.1763061938799
41,"Female","No qualifications","Yes","No","2010",25.2390050670474
28,"Male","HNC/D or equiv","No","Yes","2010",27.7717466849093
24,"Male","HNC/D or equiv","Yes","Yes","2010",21.7633088327401
57,"Female","Degree or higher","Yes","Yes","2010",31.7289987005371
21,"Male","HNC/D or equiv","No","No","2010",32.4259355602986
54,"Male","Degree or higher","Yes","Yes","2010",27.2979591836735
54,"Female","Degree or higher","Yes","Yes","2010",28.0624426078972
82,"Female","No qualifications","Yes","Yes","2010",26.1327081575291
82,"Male","No qualifications","Yes","Yes","2010",25.516631444717
64,"Female","Other school level","Yes","Yes","2010",27.8654907429573
26,"Female","HNC/D or equiv","Yes","Yes","2010",29.1937107104474
73,"Female","No qualifications","Yes","Yes","2010",23.8751147842057
45,"Female","No qualifications","Yes","Yes","2010",33.217435122197
50,"Female","Standard grade or equiv","Yes","Yes","2010",39.1442876649977
23,"Female","Standard grade or equiv","Yes","Yes","2010",25.8899676375405
40,"Female","No qualifications","Yes","No","2010",30.4599080226641
45,"Male","Standard grade or equiv","Yes","No","2010",28.4509737992396
50,"Female","No qualifications","No","No","2010",26.3141967723006
32,"Male","Higher grade or equiv","Yes","Yes","2010",26.4761465561891
27,"Female","Degree or higher","Yes","Yes","2010",32.1464782211791
42,"Female","Higher grade or equiv","Yes","Yes","2010",26.0116576977725
41,"Male","Degree or higher","Yes","Yes","2010",29.849361806374
40,"Female","Higher grade or equiv","Yes","Yes","2010",25.1409380624404
58,"Female","Higher grade or equiv","Yes","No","2010",32.0484371566888
39,"Male","Higher grade or equiv","Yes","Yes","2010",25.659151567611
33,"Female","Degree or higher","Yes","Yes","2010",23.9465636865883
56,"Male","Degree or higher","Yes","Yes","2010",33.7694996583104
53,"Female","Degree or higher","Yes","No","2010",33.083632536036
66,"Female","No qualifications","Yes","Yes","2010",23.6444335065589
64,"Male","Higher grade or equiv","Yes","Yes","2010",27.0762127557225
29,"Male","Degree or higher","Yes","Yes","2010",26.1771980905614
28,"Female","Degree or higher","Yes","Yes","2010",31.3250686146488
36,"Male","Degree or higher","Yes","Yes","2010",27.1808999081726
27,"Male","Degree or higher","Yes","Yes","2010",31.1369829779791
29,"Male","Higher grade or equiv","Yes","No","2010",27.562548856692
78,"Female","No qualifications","Yes","Yes","2010",23.5020580010683
26,"Female","Higher grade or equiv","Yes","No","2010",24.6200328675397
52,"Male","No qualifications","No","No","2010",19.9344167875636
56,"Female","No qualifications","Yes","Yes","2010",33.7270613867613
25,"Female","Standard grade or equiv","Yes","Yes","2010",25.8064516129032
40,"Female","Standard grade or equiv","No","Yes","2010",27.2852780766289
19,"Male","HNC/D or equiv","Yes","No","2010",25.5888440039327
43,"Female","No qualifications","No","No","2010",32.4962473122642
73,"Female","No qualifications","No","No","2010",33.411177933467
48,"Female","Standard grade or equiv","No","No","2010",26.4360788424025
43,"Female","Degree or higher","Yes","Yes","2010",34.3011524913649
42,"Male","Degree or higher","Yes","Yes","2010",28.694983945493
17,"Female","Higher grade or equiv","Yes","Yes","2010",23.3367191810295
21,"Female","Standard grade or equiv","Yes","No","2010",27.8459331802683
23,"Male","Standard grade or equiv","Yes","No","2010",27.4423710208562
47,"Male","Higher grade or equiv","Yes","Yes","2010",23.5236767223299
46,"Female","Degree or higher","Yes","Yes","2010",25.15589569161
74,"Female","No qualifications","Yes","Yes","2010",34.6722164412071
26,"Male","Higher grade or equiv","Yes","No","2010",26.2762010466581
48,"Female","Standard grade or equiv","No","No","2010",35.2934340864693
72,"Male","Other school level","Yes","Yes","2010",31.0684029965694
72,"Female","No qualifications","Yes","Yes","2010",24.720425674457
31,"Male","Degree or higher","Yes","Yes","2010",20.9096492328578
46,"Female","Higher grade or equiv","Yes","Yes","2010",25.8272189349112
48,"Female","Degree or higher","Yes","Yes","2010",24.2883061285227
75,"Female","Other school level","Yes","Yes","2010",33.9652843022895
66,"Male","Other school level","Yes","Yes","2010",30.4338806882697
67,"Female","Other school level","No","No","2010",27.2524943602477
51,"Female","Degree or higher","Yes","Yes","2010",24.5243834987425
75,"Male","Higher grade or equiv","No","No","2010",30.06980801045
68,"Female","HNC/D or equiv","Yes","Yes","2010",23.9172089265438
45,"Female","Higher grade or equiv","Yes","Yes","2010",43.2708676098616
57,"Female","No qualifications","Yes","Yes","2010",30.6880736976362
25,"Female","HNC/D or equiv","Yes","Yes","2010",22.1839650596511
38,"Female","Degree or higher","Yes","Yes","2010",29.0016587580448
79,"Male","Degree or higher","No","Yes","2010",26.4873112268495
75,"Female","Standard grade or equiv","Yes","Yes","2010",38.5929710716759
60,"Male","No qualifications","Yes","Yes","2010",26.9642351132943
31,"Male","No qualifications","Yes","No","2010",27.4327422908966
31,"Male","HNC/D or equiv","Yes","No","2010",24.5097700776442
38,"Female","Higher grade or equiv","No","Yes","2010",28.0086180363189
47,"Female","Degree or higher","No","No","2010",34.0220891969474
77,"Female","Standard grade or equiv","Yes","Yes","2010",21.7574633159049
38,"Female","Standard grade or equiv","Yes","Yes","2010",36.7642052804292
58,"Female","No qualifications","Yes","No","2010",26.1508808972658
24,"Female","Degree or higher","Yes","No","2010",25.0999356451573
20,"Female","HNC/D or equiv","Yes","No","2010",25.3238119557274
59,"Female","Higher grade or equiv","Yes","Yes","2010",22.749209128405
40,"Female","HNC/D or equiv","Yes","Yes","2010",21.4534068485937
49,"Male","No qualifications","Yes","Yes","2010",32.5133963011614
51,"Female","Degree or higher","Yes","Yes","2010",31.8387158785083
48,"Male","No qualifications","Yes","Yes","2010",28.8981701583012
19,"Male","Higher grade or equiv","No","Yes","2010",27.2395988819483
22,"Male","Standard grade or equiv","No","No","2010",24.7922791434707
28,"Male","Standard grade or equiv","Yes","Yes","2010",22.2746759092966
50,"Female","Standard grade or equiv","Yes","Yes","2010",33.6295587395572
52,"Female","Standard grade or equiv","No","Yes","2010",27.6625728737997
80,"Female","No qualifications","Yes","No","2010",29.8682482765587
37,"Female","Degree or higher","Yes","No","2010",23.264836985694
38,"Male","Degree or higher","Yes","No","2010",26.1378396587103
42,"Female","Degree or higher","No","Yes","2010",34.6794277894415
43,"Male","Standard grade or equiv","Yes","No","2010",29.46391564183
32,"Female","Degree or higher","Yes","Yes","2010",29.3103677330216
53,"Male","Degree or higher","Yes","Yes","2010",28.7354796236913
44,"Female","Degree or higher","Yes","Yes","2010",20.4563928919418
49,"Female","HNC/D or equiv","Yes","Yes","2010",27.6192378056636
52,"Female","Degree or higher","Yes","No","2010",28.7561895944676
71,"Female","HNC/D or equiv","Yes","Yes","2010",36.9282003004381
68,"Female","HNC/D or equiv","Yes","Yes","2010",23.8150482281748
48,"Female","Higher grade or equiv","Yes","Yes","2010",20.3125
59,"Male","Higher grade or equiv","Yes","Yes","2010",28.8582686643822
71,"Male","No qualifications","Yes","Yes","2010",21.5580472316604
67,"Male","Higher grade or equiv","Yes","No","2010",30.4106876588449
64,"Female","No qualifications","Yes","No","2010",31.1506204131121
41,"Male","Standard grade or equiv","Yes","No","2010",29.1601185427019
43,"Female","Standard grade or equiv","Yes","No","2010",35.2323797344076
56,"Male","No qualifications","Yes","No","2010",20.0212360076306
67,"Female","No qualifications","Yes","Yes","2010",33.2201449636754
47,"Male","Higher grade or equiv","Yes","No","2010",23.554068456632
26,"Male","Standard grade or equiv","No","No","2010",22.3301119960689
23,"Female","HNC/D or equiv","Yes","No","2010",28.1731391218821
32,"Female","Higher grade or equiv","No","No","2010",34.7492494162126
64,"Male","Other school level","Yes","No","2010",17.7258278397807
61,"Female","Higher grade or equiv","Yes","No","2010",27.947975732221
44,"Male","Higher grade or equiv","Yes","Yes","2010",27.6549324643644
44,"Female","Higher grade or equiv","Yes","Yes","2010",27.8485296240147
63,"Male","Higher grade or equiv","Yes","Yes","2010",31.6409412057733
62,"Female","No qualifications","Yes","Yes","2010",22.5677708636758
42,"Female","Degree or higher","Yes","No","2010",22.5694444444444
36,"Female","Degree or higher","Yes","Yes","2010",34.7691215860443
38,"Male","Degree or higher","Yes","No","2010",22.5345039976775
45,"Male","No qualifications","No","Yes","2010",41.7173116643575
43,"Female","No qualifications","No","No","2010",29.7157498892432
60,"Female","No qualifications","No","No","2010",22.9111419126427
67,"Male","No qualifications","Yes","Yes","2010",29.5456990211194
65,"Female","Other school level","Yes","Yes","2010",22.8833792470156
44,"Female","Degree or higher","Yes","Yes","2010",25.6189291815827
61,"Male","Degree or higher","Yes","Yes","2010",28.0998362791941
39,"Female","Higher grade or equiv","Yes","Yes","2010",30.0503220406455
54,"Male","HNC/D or equiv","Yes","No","2010",27.8432746866639
18,"Male","Higher grade or equiv","Yes","No","2010",23.1571638556338
16,"Male","Standard grade or equiv","Yes","No","2010",20.7460967090312
61,"Female","No qualifications","Yes","Yes","2010",21.9604504642383
74,"Male","Higher grade or equiv","No","No","2010",24.0108014206964
72,"Female","No qualifications","No","Yes","2010",30.0469785606401
61,"Female","Degree or higher","Yes","Yes","2010",26.6803795475718
59,"Male","HNC/D or equiv","No","No","2010",22.8469592336823
61,"Female","Degree or higher","Yes","Yes","2010",25.1555891964629
25,"Male","Standard grade or equiv","Yes","Yes","2010",22.9461512373426
57,"Male","Higher grade or equiv","Yes","No","2010",28.1820491868622
59,"Female","Degree or higher","Yes","No","2010",32.7213315162261
60,"Female","Standard grade or equiv","Yes","No","2010",29.068643871267
74,"Male","No qualifications","Yes","Yes","2010",27.4915125953633
47,"Female","Higher grade or equiv","Yes","No","2010",42.0869427633401
33,"Female","Standard grade or equiv","Yes","Yes","2010",37.5637738668865
69,"Male","Other school level","Yes","No","2010",24.605940485626
67,"Female","Standard grade or equiv","Yes","Yes","2010",26.5188983756768
41,"Male","Degree or higher","Yes","Yes","2010",34.3988243424189
47,"Female","HNC/D or equiv","Yes","No","2010",29.3870580505291
17,"Female","Higher grade or equiv","No","No","2010",20.0537529377638
51,"Female","Standard grade or equiv","Yes","Yes","2010",25.9635044944254
25,"Male","Higher grade or equiv","No","Yes","2010",27.1314117909924
53,"Male","No qualifications","Yes","Yes","2010",34.7654859380563
52,"Female","Higher grade or equiv","Yes","Yes","2010",30.8641506048917
45,"Female","No qualifications","No","No","2010",20.391906444208
35,"Female","Higher grade or equiv","Yes","No","2010",26.2457268675944
79,"Female","Other school level","Yes","Yes","2010",28.9954664461042
73,"Female","No qualifications","Yes","Yes","2010",23.3908678859842
82,"Female","No qualifications","Yes","Yes","2010",27.4769255398408
68,"Male","No qualifications","Yes","Yes","2010",32.4697480658599
67,"Male","No qualifications","Yes","No","2010",38.1756620885198
61,"Female","Degree or higher","Yes","Yes","2010",32.8594041494714
20,"Female","Standard grade or equiv","Yes","No","2010",36.4021164021164
42,"Female","Degree or higher","Yes","Yes","2010",22.0181006227198
81,"Female","Degree or higher","No","No","2010",36.3441554582094
83,"Male","Other school level","No","Yes","2010",29.5459589433712
77,"Male","Other school level","No","Yes","2010",37.0520957781491
80,"Female","Other school level","No","Yes","2010",24.2578125
53,"Male","Degree or higher","Yes","Yes","2010",26.9438942689461
52,"Female","Degree or higher","Yes","Yes","2010",28.1749276291075
85,"Female","Degree or higher","No","Yes","2010",27.7031084674998
86,"Male","Degree or higher","Yes","Yes","2010",31.1889335668578
85,"Female","Other school level","Yes","Yes","2010",23.269010340429
46,"Male","Degree or higher","No","No","2010",27.7773609302078
46,"Female","Degree or higher","Yes","Yes","2010",21.6572842339274
44,"Male","Degree or higher","Yes","Yes","2010",24.5847891702101
27,"Female","Degree or higher","Yes","Yes","2010",23.7232227321842
38,"Male","Standard grade or equiv","Yes","Yes","2010",33.032913497442
32,"Female","Degree or higher","Yes","Yes","2010",26.4321831480576
80,"Female","Other school level","No","Yes","2010",30.8855568371139
60,"Female","Standard grade or equiv","No","Yes","2010",31.1324700305921
75,"Female","Degree or higher","Yes","Yes","2010",22.8974552784077
56,"Female","Higher grade or equiv","Yes","Yes","2010",29.3180704333823
39,"Female","HNC/D or equiv","No","No","2010",26.6149304496983
75,"Female","Higher grade or equiv","Yes","Yes","2010",27.3181143352443
42,"Male","Degree or higher","Yes","Yes","2010",34.3249108946222
39,"Female","Degree or higher","Yes","No","2010",38.7818517154518
50,"Female","Degree or higher","Yes","Yes","2010",27.40201694793
53,"Male","No qualifications","Yes","Yes","2010",23.8075913751589
42,"Female","Degree or higher","Yes","No","2010",31.7708556215611
44,"Male","Standard grade or equiv","Yes","Yes","2010",27.2377225097841
42,"Male","Standard grade or equiv","Yes","Yes","2010",31.5043569855406
48,"Female","Degree or higher","Yes","No","2010",28.2947399165762
26,"Male","Higher grade or equiv","Yes","No","2010",18.2147417185223
63,"Male","Higher grade or equiv","Yes","Yes","2010",28.3116525962402
60,"Female","Degree or higher","Yes","Yes","2010",24.7455857863414
77,"Female","HNC/D or equiv","Yes","Yes","2010",28.2832479480634
47,"Female","HNC/D or equiv","Yes","Yes","2010",33.4689008876397
73,"Male","Other school level","Yes","Yes","2010",26.7573991101132
70,"Female","Other school level","Yes","Yes","2010",24.2570455358242
52,"Male","Standard grade or equiv","Yes","No","2010",28.9726134716032
50,"Female","Standard grade or equiv","Yes","Yes","2010",45.0121829381366
39,"Female","HNC/D or equiv","Yes","Yes","2010",30.7414950967133
38,"Male","Standard grade or equiv","No","Yes","2010",32.7092832595854
79,"Male","No qualifications","No","Yes","2010",25.0531113307125
71,"Female","No qualifications","No","Yes","2010",19.4471010309247
63,"Female","No qualifications","Yes","Yes","2010",21.7211395662574
53,"Female","Degree or higher","Yes","Yes","2010",35.7071953360528
54,"Male","Degree or higher","Yes","Yes","2010",31.3892541456644
23,"Female","Degree or higher","Yes","Yes","2010",24.1039675335992
38,"Male","Degree or higher","Yes","No","2010",27.1738410415677
67,"Male","Other school level","Yes","Yes","2010",24.4780189078347
63,"Female","Other school level","Yes","Yes","2010",29.5068659891715
75,"Female","Standard grade or equiv","Yes","Yes","2010",26.4046366541965
76,"Male","Higher grade or equiv","Yes","Yes","2010",31.171624005856
55,"Male","Degree or higher","Yes","No","2010",35.8695767589034
61,"Female","Standard grade or equiv","Yes","No","2010",26.7848216052707
69,"Female","No qualifications","Yes","Yes","2010",26.0641727368753
26,"Female","HNC/D or equiv","Yes","No","2010",22.3769377338935
38,"Male","Standard grade or equiv","Yes","No","2010",27.994736989446
17,"Female","Standard grade or equiv","Yes","Yes","2010",21.3645785207395
84,"Female","HNC/D or equiv","Yes","Yes","2010",32.6787511787408
40,"Male","Degree or higher","Yes","No","2010",30.1775644149153
59,"Male","Degree or higher","Yes","Yes","2010",30.0974179670955
38,"Female","Degree or higher","Yes","Yes","2010",19.6045983591771
85,"Female","Degree or higher","Yes","Yes","2010",32.3337962484936
39,"Male","HNC/D or equiv","Yes","No","2010",32.3150056239276
63,"Female","Standard grade or equiv","Yes","Yes","2010",29.985591636732
79,"Male","No qualifications","Yes","Yes","2010",34.6809085992428
65,"Female","Degree or higher","No","Yes","2010",28.3379484052901
73,"Male","Degree or higher","No","Yes","2010",30.031519319359
66,"Male","HNC/D or equiv","Yes","Yes","2010",28.1058170755433
62,"Female","Higher grade or equiv","Yes","No","2010",35.3022569293997
67,"Male","No qualifications","Yes","Yes","2010",31.5160261449653
65,"Female","Standard grade or equiv","Yes","Yes","2010",27.7491098817045
48,"Female","Degree or higher","Yes","Yes","2010",21.4408158648115
69,"Male","Standard grade or equiv","Yes","Yes","2010",32.8582813677692
29,"Male","Standard grade or equiv","Yes","Yes","2010",29.172722357528
30,"Female","Higher grade or equiv","Yes","No","2010",25.4192780364833
75,"Female","Other school level","Yes","Yes","2010",31.3406006689448
89,"Female","Other school level","No","No","2010",29.1935620120948
84,"Female","Other school level","Yes","Yes","2010",32.5276003624121
61,"Female","No qualifications","No","Yes","2010",39.2867961220292
60,"Male","No qualifications","No","Yes","2010",28.6840997151095
38,"Male","Other school level","No","No","2010",38.4734502968892
56,"Male","Degree or higher","Yes","Yes","2010",20.4248141121702
77,"Male","Other school level","Yes","Yes","2010",30.9576176143216
63,"Female","No qualifications","Yes","Yes","2010",36.2244988792932
33,"Female","Higher grade or equiv","No","No","2010",25.8231213212781
32,"Male","Degree or higher","Yes","Yes","2010",33.6036233472131
80,"Male","Degree or higher","No","Yes","2010",23.1273978988132
75,"Female","Other school level","Yes","No","2010",30.2861910362111
