"Age","Sex","Education","Veg","Fruit","Year","BMI"
83,"Male","No qualifications","Yes","No","2010",23.887370517181
56,"Female","HNC/D or equiv","No","No","2010",32.973519986507
31,"Female","Standard grade or equiv","Yes","Yes","2010",20.7677862077331
23,"Male","Degree or higher","No","No","2010",23.457256878807
24,"Male","Degree or higher","No","Yes","2010",28.5850470585642
67,"Female","Degree or higher","Yes","Yes","2010",25.1195118171435
64,"Male","No qualifications","Yes","Yes","2010",30.2527183556566
72,"Male","No qualifications","Yes","Yes","2010",29.2722826985494
78,"Male","No qualifications","Yes","Yes","2010",27.3374404428535
81,"Female","No qualifications","Yes","Yes","2010",28.7032340037115
55,"Male","No qualifications","No","No","2010",28.038515379486
79,"Female","Standard grade or equiv","Yes","Yes","2010",30.5972928413563
68,"Male","No qualifications","Yes","Yes","2010",40.97655908813
69,"Female","Other school level","Yes","Yes","2010",34.0491908951881
51,"Male","Degree or higher","No","No","2010",25.2417438328214
35,"Female","Standard grade or equiv","Yes","Yes","2010",30.2218520978113
59,"Male","No qualifications","No","Yes","2010",30.2338081160978
55,"Female","Other school level","No","No","2010",22.8950535496523
52,"Male","Higher grade or equiv","No","No","2010",22.8328475389428
55,"Female","Degree or higher","Yes","Yes","2010",21.4321090002745
32,"Male","HNC/D or equiv","No","No","2010",22.3629586194253
72,"Female","No qualifications","Yes","Yes","2010",50.877867486864
74,"Male","No qualifications","Yes","Yes","2010",39.9326198969481
53,"Female","Degree or higher","Yes","Yes","2010",26.8986686084027
39,"Female","Standard grade or equiv","Yes","Yes","2010",23.8528254834287
71,"Female","No qualifications","Yes","Yes","2010",26.9033742204046
72,"Male","No qualifications","Yes","Yes","2010",33.7955261649196
43,"Female","Degree or higher","Yes","Yes","2010",31.5119646395367
55,"Male","Degree or higher","Yes","Yes","2010",35.4065711027624
51,"Female","No qualifications","Yes","Yes","2010",26.4378821370737
18,"Female","No qualifications","Yes","Yes","2010",48.8093521722414
69,"Male","No qualifications","Yes","No","2010",31.8882212768446
67,"Female","Degree or higher","Yes","Yes","2010",35.8310684559198
58,"Female","No qualifications","Yes","Yes","2010",24.5290335380425
40,"Male","Degree or higher","Yes","Yes","2010",36.7629594595432
33,"Female","HNC/D or equiv","Yes","Yes","2010",31.6411015170911
42,"Female","Standard grade or equiv","Yes","Yes","2010",26.0468743558119
36,"Female","Degree or higher","No","No","2010",30.2662436502487
41,"Male","HNC/D or equiv","No","No","2010",29.3192658406506
58,"Female","Degree or higher","No","Yes","2010",25.5680922661775
31,"Female","Standard grade or equiv","Yes","Yes","2010",21.8789855457541
31,"Male","Degree or higher","Yes","No","2010",22.3820566049226
30,"Male","Degree or higher","Yes","Yes","2010",21.1262844780963
25,"Female","HNC/D or equiv","No","Yes","2010",19.2389455782313
73,"Male","Degree or higher","No","Yes","2010",24.9457042529934
73,"Female","Standard grade or equiv","No","Yes","2010",21.6677011625074
74,"Male","Degree or higher","Yes","Yes","2010",26.6225317166814
74,"Female","Degree or higher","Yes","Yes","2010",23.9504761573765
66,"Male","Standard grade or equiv","Yes","Yes","2010",34.2894468324001
63,"Female","Other school level","Yes","Yes","2010",27.3289273201929
44,"Female","Degree or higher","Yes","Yes","2010",21.5488196581389
19,"Male","HNC/D or equiv","Yes","No","2010",20.2950355724276
16,"Male","Standard grade or equiv","Yes","Yes","2010",19.6889937194771
85,"Male","Degree or higher","Yes","Yes","2010",29.0255943419348
39,"Female","Higher grade or equiv","Yes","Yes","2010",24.2302037387104
40,"Male","Degree or higher","Yes","Yes","2010",33.2192243592631
66,"Female","Standard grade or equiv","Yes","Yes","2010",20.826094633774
72,"Male","Standard grade or equiv","Yes","Yes","2010",21.6510121682661
67,"Male","Degree or higher","Yes","Yes","2010",23.3916140383684
40,"Female","No qualifications","Yes","No","2010",30.8083996530966
41,"Male","Degree or higher","Yes","Yes","2010",29.2641035803937
73,"Female","Higher grade or equiv","Yes","Yes","2010",30.8260935832952
62,"Female","No qualifications","Yes","Yes","2010",20.3925999404732
30,"Male","Higher grade or equiv","Yes","Yes","2010",20.5363927201166
55,"Male","Higher grade or equiv","Yes","No","2010",32.0574211650625
43,"Female","Higher grade or equiv","Yes","No","2010",29.777027433111
30,"Male","HNC/D or equiv","Yes","No","2010",27.2326028957138
28,"Female","Higher grade or equiv","Yes","No","2010",29.1425628341102
64,"Male","Degree or higher","Yes","Yes","2010",24.3069086729412
59,"Male","Other school level","Yes","No","2010",21.3193161191665
56,"Female","HNC/D or equiv","Yes","Yes","2010",31.5204675871624
29,"Male","Degree or higher","Yes","Yes","2010",29.1911052551364
72,"Male","Other school level","Yes","Yes","2010",37.6964869737165
79,"Female","No qualifications","Yes","No","2010",33.2687827242802
78,"Male","No qualifications","No","No","2010",30.1740166503502
75,"Female","No qualifications","No","No","2010",29.9829911791464
68,"Male","No qualifications","Yes","No","2010",24.4495974078705
60,"Female","Degree or higher","Yes","Yes","2010",26.1509776244411
60,"Male","Degree or higher","Yes","Yes","2010",33.7310964083176
55,"Male","HNC/D or equiv","No","No","2010",26.2682077348538
51,"Female","Higher grade or equiv","Yes","No","2010",36.2950571525577
63,"Male","Standard grade or equiv","Yes","No","2010",29.8353501289427
67,"Female","Degree or higher","Yes","Yes","2010",29.0227917147251
69,"Female","Degree or higher","Yes","Yes","2010",23.2464783998996
77,"Female","No qualifications","No","Yes","2010",28.6188441128071
81,"Male","No qualifications","No","Yes","2010",28.6648547647359
48,"Female","Standard grade or equiv","No","No","2010",33.3744952107599
49,"Male","No qualifications","No","No","2010",36.064793855173
57,"Female","No qualifications","No","Yes","2010",36.4778259683887
55,"Male","No qualifications","No","Yes","2010",27.9734183170405
47,"Male","No qualifications","Yes","Yes","2010",28.6841736273862
53,"Female","No qualifications","Yes","Yes","2010",32.6528623963471
59,"Female","Degree or higher","Yes","Yes","2010",24.0793389308109
66,"Female","Other school level","Yes","No","2010",24.3386954031519
43,"Male","Higher grade or equiv","No","No","2010",30.6831065759637
25,"Female","Degree or higher","Yes","Yes","2010",30.8224271267103
68,"Female","Standard grade or equiv","Yes","Yes","2010",26.4705589666531
66,"Male","No qualifications","Yes","No","2010",26.4078740501354
65,"Female","No qualifications","Yes","Yes","2010",33.2889332938601
21,"Female","Standard grade or equiv","Yes","No","2010",29.9141307428689
69,"Male","No qualifications","Yes","Yes","2010",34.6264354542179
70,"Female","No qualifications","No","Yes","2010",25.9087852537479
54,"Female","No qualifications","Yes","Yes","2010",30.6745597546035
40,"Female","No qualifications","Yes","No","2010",36.3205239188528
46,"Male","Standard grade or equiv","Yes","No","2010",34.1800019143586
74,"Female","No qualifications","Yes","Yes","2010",26.1865090029562
58,"Male","No qualifications","Yes","No","2010",32.0963349900386
63,"Female","No qualifications","Yes","No","2010",31.3746721329542
33,"Male","HNC/D or equiv","Yes","No","2010",25.8293768102959
53,"Male","No qualifications","No","Yes","2010",24.2583211761349
52,"Female","Standard grade or equiv","No","Yes","2010",22.650432015557
36,"Female","Standard grade or equiv","Yes","Yes","2010",34.7221667271341
38,"Female","Degree or higher","Yes","Yes","2010",23.3167993965544
39,"Male","Higher grade or equiv","Yes","No","2010",28.7675961796632
54,"Male","No qualifications","Yes","No","2010",38.6010247271107
40,"Female","Degree or higher","No","Yes","2010",31.0295943435268
27,"Male","Degree or higher","Yes","Yes","2010",29.8079647250884
27,"Female","Degree or higher","Yes","Yes","2010",22.6617136452129
44,"Male","No qualifications","Yes","Yes","2010",28.0474322313394
54,"Female","No qualifications","Yes","Yes","2010",24.9764683677878
60,"Male","No qualifications","Yes","Yes","2010",29.5440045036592
60,"Female","No qualifications","Yes","No","2010",22.3490525556433
38,"Male","Standard grade or equiv","Yes","Yes","2010",32.7987721024497
46,"Female","Standard grade or equiv","Yes","No","2010",24.4134178744403
23,"Female","HNC/D or equiv","Yes","No","2010",24.1619295709123
31,"Female","Degree or higher","Yes","Yes","2010",25.020168383532
43,"Female","Higher grade or equiv","Yes","Yes","2010",31.9436293789825
54,"Female","No qualifications","Yes","Yes","2010",41.4226717881044
23,"Female","Higher grade or equiv","No","No","2010",22.4290382463861
62,"Male","Standard grade or equiv","Yes","Yes","2010",27.7682957400168
61,"Female","Higher grade or equiv","Yes","Yes","2010",33.8287332572033
62,"Male","No qualifications","Yes","No","2010",31.0913907706683
39,"Female","HNC/D or equiv","No","Yes","2010",26.826301396326
60,"Female","Degree or higher","Yes","Yes","2010",27.1457106535243
22,"Female","No qualifications","Yes","Yes","2010",25.5558030741813
42,"Male","Standard grade or equiv","Yes","Yes","2010",22.5543935695648
35,"Female","Higher grade or equiv","No","Yes","2010",27.3261981145327
36,"Male","Degree or higher","Yes","No","2010",29.8415608066039
43,"Female","Degree or higher","Yes","Yes","2010",32.5548154421732
43,"Male","Degree or higher","Yes","Yes","2010",26.0504665048262
24,"Male","HNC/D or equiv","No","Yes","2010",27.3864568822887
30,"Female","Higher grade or equiv","Yes","Yes","2010",25.284702529501
62,"Male","Standard grade or equiv","Yes","Yes","2010",26.2703310268834
59,"Female","Higher grade or equiv","Yes","Yes","2010",26.5122779596721
46,"Female","Degree or higher","No","Yes","2010",32.1315630585661
39,"Female","Degree or higher","Yes","Yes","2010",28.9003808714999
66,"Female","Degree or higher","Yes","No","2010",28.7777616490057
69,"Male","Other school level","Yes","No","2010",35.1020408163265
70,"Male","No qualifications","Yes","Yes","2010",28.8669558847096
60,"Male","Other school level","Yes","No","2010",36.7510149262843
55,"Female","Degree or higher","Yes","No","2010",34.5891342985856
64,"Male","Degree or higher","Yes","Yes","2010",38.4717783021958
57,"Female","Degree or higher","Yes","Yes","2010",26.1347744917712
76,"Male","No qualifications","Yes","Yes","2010",30.1446383761157
73,"Male","Degree or higher","Yes","Yes","2010",22.8395061728395
51,"Male","Degree or higher","Yes","Yes","2010",24.2680767424659
43,"Female","Degree or higher","Yes","No","2010",22.0922677063028
91,"Female","No qualifications","Yes","Yes","2010",28.0533480461331
24,"Female","Higher grade or equiv","Yes","Yes","2010",34.9439874988906
44,"Male","No qualifications","No","No","2010",32.2127127694362
58,"Male","Standard grade or equiv","Yes","Yes","2010",23.845517042796
25,"Female","No qualifications","Yes","Yes","2010",25.9571270584569
42,"Female","Standard grade or equiv","No","Yes","2010",26.3195266272189
52,"Male","No qualifications","Yes","Yes","2010",28.4414015017706
34,"Female","HNC/D or equiv","Yes","Yes","2010",20.904299186059
35,"Female","Standard grade or equiv","Yes","Yes","2010",22.8102805009477
41,"Male","Standard grade or equiv","No","No","2010",28.7022977765508
36,"Female","Degree or higher","No","Yes","2010",24.4452355523911
38,"Male","HNC/D or equiv","Yes","Yes","2010",25.4588688566852
28,"Female","Degree or higher","Yes","Yes","2010",33.0989773557341
27,"Female","Degree or higher","Yes","No","2010",26.2965334308973
29,"Male","HNC/D or equiv","No","No","2010",23.6088941142918
50,"Female","Higher grade or equiv","Yes","Yes","2010",28.7961964513283
58,"Female","No qualifications","Yes","Yes","2010",37.6241441284569
57,"Female","No qualifications","Yes","Yes","2010",37.231840228964
74,"Male","Standard grade or equiv","Yes","Yes","2010",26.5172095248664
36,"Male","Higher grade or equiv","Yes","Yes","2010",25.8094663689069
71,"Male","No qualifications","No","Yes","2010",35.1266809241186
54,"Female","Other school level","Yes","Yes","2010",21.6861426836537
29,"Male","Higher grade or equiv","Yes","Yes","2010",37.7807091393218
39,"Female","Higher grade or equiv","Yes","Yes","2010",40.4805621015195
46,"Male","No qualifications","Yes","Yes","2010",24.1145566894198
81,"Male","Degree or higher","Yes","Yes","2010",25.5604931671623
42,"Male","No qualifications","Yes","Yes","2010",24.2452352841963
51,"Female","Higher grade or equiv","Yes","Yes","2010",27.5482093663912
42,"Male","Higher grade or equiv","No","Yes","2010",31.7980657000986
59,"Male","Degree or higher","Yes","Yes","2010",27.379926509922
30,"Female","Higher grade or equiv","No","Yes","2010",21.1082831340101
61,"Male","Higher grade or equiv","Yes","No","2010",27.2337371154939
49,"Male","HNC/D or equiv","Yes","Yes","2010",24.9042068643533
75,"Male","Degree or higher","Yes","Yes","2010",34.6005298605126
47,"Female","No qualifications","No","Yes","2010",28.1454122636025
27,"Female","Standard grade or equiv","No","No","2010",25.9282640624597
23,"Male","HNC/D or equiv","Yes","No","2010",18.4187898377906
22,"Female","Standard grade or equiv","No","No","2010",21.669777724422
62,"Female","Degree or higher","Yes","Yes","2010",31.7250624739692
71,"Male","No qualifications","No","Yes","2010",37.095259434412
39,"Female","No qualifications","Yes","No","2010",31.2487944137958
51,"Male","Standard grade or equiv","Yes","Yes","2010",24.332110842716
37,"Female","Standard grade or equiv","Yes","Yes","2010",22.6194000142902
34,"Male","Standard grade or equiv","Yes","No","2010",26.7479772974278
62,"Male","No qualifications","Yes","No","2010",20.7243254334667
25,"Female","Standard grade or equiv","Yes","No","2010",28.7147917018047
89,"Female","No qualifications","No","No","2010",32.938245695018
28,"Female","Degree or higher","Yes","No","2010",24.0025881051522
48,"Female","Degree or higher","Yes","Yes","2010",26.5268819021305
39,"Female","Higher grade or equiv","Yes","Yes","2010",36.631894763459
27,"Male","HNC/D or equiv","Yes","Yes","2010",21.6624756407672
27,"Female","Degree or higher","Yes","Yes","2010",21.7079889807163
54,"Female","Other school level","Yes","Yes","2010",28.7067775391502
32,"Female","Degree or higher","Yes","Yes","2010",24.1623711340206
54,"Male","Degree or higher","Yes","Yes","2010",27.770793506357
41,"Male","Degree or higher","Yes","Yes","2010",25.856001225766
40,"Female","Degree or higher","Yes","Yes","2010",21.3113683721396
58,"Female","Other school level","No","No","2010",24.3393484684803
59,"Male","Other school level","No","No","2010",29.1374403926143
30,"Male","Standard grade or equiv","No","Yes","2010",26.8867895392949
23,"Male","Standard grade or equiv","No","No","2010",35.9297577798878
28,"Female","Standard grade or equiv","Yes","Yes","2010",24.7005273265499
32,"Male","Degree or higher","Yes","Yes","2010",24.1660895660203
82,"Female","No qualifications","Yes","Yes","2010",23.6330301519897
29,"Male","Standard grade or equiv","No","Yes","2010",31.4834805225714
79,"Female","Standard grade or equiv","Yes","Yes","2010",17.5442790456074
60,"Male","Standard grade or equiv","No","No","2010",42.7673080745517
59,"Female","No qualifications","Yes","No","2010",19.4891500247597
25,"Female","Standard grade or equiv","Yes","Yes","2010",25.5659007696845
64,"Female","Standard grade or equiv","No","Yes","2010",21.7432685790774
34,"Female","Standard grade or equiv","Yes","Yes","2010",29.6075733903673
